1.07E-10,0.019123291
1.50E-10,0.021558896
2.06E-10,0.024662968
2.84E-10,0.027442734
3.76E-10,0.031089523
5.19E-10,0.034838236
7.06E-10,0.038546356
9.71E-10,0.043508753
1.30E-09,0.045353694
1.90E-09,0.051163406
2.50E-09,0.056336253
3.31E-09,0.059240171
4.29E-09,0.064033723
5.45E-09,0.07186424
7.29E-09,0.080119303
9.90E-09,0.087367286
1.38E-08,0.090589756
1.77E-08,0.092288502
2.32E-08,0.094574087
3.11E-08,0.097724489
4.17E-08,0.101192578
5.48E-08,0.104025292
7.65E-08,0.106656804
1.01E-07,0.111901296
1.33E-07,0.114800195
1.76E-07,0.117871175
2.39E-07,0.116070946
3.30E-07,0.118387417
4.43E-07,0.119360336
6.27E-07,0.119128688
8.41E-07,0.115514992
1.17422E-06,0.116176842
1.61825E-06,0.118347707
2.23019E-06,0.116918113
3.1568E-06,0.117341696
4.43271E-06,0.12081508
5.8599E-06,0.127295906
7.52504E-06,0.129722686
1.00971E-05,0.131267001
1.39153E-05,0.132888531
2.02005E-05,0.131925908
2.57324E-05,0.127993054
3.2296E-05,0.117839888
4.3667E-05,0.114005977
5.77044E-05,0.113582393
7.63029E-05,0.111376229
0.000100128,0.10970837
0.00013521,0.108711184
0.000178675,0.106381475
0.000246241,0.10601084
0.000343924,0.106557968
0.000500961,0.10447535
0.000677668,0.10175515
0.000918456,0.0960103
0.001228863,0.09145016
0.001653621,0.08697606
0.00216513,0.083702113
0.002879408,0.0853082
0.004003773,0.080997847
0.005468861,0.083243231
0.007536915,0.086631898
0.010249116,0.089570508
0.014267117,0.092489263
0.01984557,0.094697632
0.027292235,0.095474202
0.036157648,0.094079907
0.052193642,0.091460749
0.071165773,0.084860349
0.093387018,0.079378032
0.126992848,0.076371767
0.164433601,0.072706593
0.230072791,0.067258252
0.311911497,0.060952154
0.412180012,0.058251809
0.553064333,0.054810194
0.715211007,0.052692277
0.938532954,0.051271508
1.276269185,0.05184511
1.758891596,0.053327652
2.48968229,0.052692277
3.385608119,0.055333055
4.856748074,0.055869153
6.604475509,0.058218717
8.885622633,0.058325937
11.56013284,0.051003827
16.48162452,0.0444324
21.60043947,0.040214216
25.81366639,0.031524873
29.01582887,0.024384992
38.76663664,0.017799593
52.57184556,0.011942964
70.3318697,0.004868265
92.9805181,0.003202046
124.1147973,0.000687982
170.4151187,0
